srcStateName,srcYear,Budget type,Total expenditure,Developmental expenditure,Social services,"Education, sports, art and culture",Medical and public health,Family welfare,Water supply and sanitation,Housing,Urban development,"Welfare of scheduled caste, scheduled tribes and other backward classes",Labour and labour welfare,Social security and welfare,Nutrition,Relief on account of natural calamities,Other social services,Economic services,Agriculture and allied activities,Crop husbandry,Soil and water conservation,Animal husbandry,Dairy development,Fisheries,Forestry and wild life,Plantations,Food storage and Warehousing,Agricultural research and education,Agricultural finance institutions,Cooperation,Other agricultural programmes,Rural development,Special area programmes,Irrigation and flood control,Major and medium irrigation,Minor irrigation,Flood control and drainage,Energy,Power,Industry and minerals,Village and small industries,Industries,Other industries,Transport and communications,Roads and bridges,Others means of transport and communications,"Science, technology and environment",General economic services,Secretariat services,Tourism,Civil supplies,Others general economic services,Non developmental expenditure,Organs of state,Fiscal services,Collection of taxes and duties,Other fiscal services,Interest payments and services of debt,Appropriation for reduction or avoidance of debt,Interest payments,Interest on loans from the centre,Interest on internal debt,Interest on market loans,Interest on National Food Security Food ( NSSF ),"Interest on small savings, provident funds, etc",Other interests on internal debt,Administrative services,Secretariat services,District administration,Police,Public works,Other administrative services,Pensions,Miscellaneous general services,Payment on account of state lotteries,Grants-in-aid and contributions,Compensation and assignments to local bodies and Panchayati Raj Institutions,"Transfers to road fund, education cess fund, etc",Reserve with finance department,YearCode,Year
KARNATAKA,2013-14,Revised Estimates,9420582,6388733,3488363,1728700,384694,54701,72079,144129,75887,384019,40609,417562,113825,41777,30382,2900369,1358620,305284,78928,76939,86250,14644,112340,0,311460,55208,0,317567,0,322900,20716,93724,40339,22674,53,599726,597800,103952,79653,24299,0,247569,173242,74328,5923,147238,23853,10847,2763,109776,2398805,117449,107374,106523,851,780000,0,780000,77983,559983,336979,194520,142023,12,576942,15885,57065,335662,80314,88017,810000,7040,0,633044,633044,0,0,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2013-14,Budget Estimates,9739053,6569291,3773485,1865797,470116,53624,37666,137807,95662,468023,39258,420400,113825,41777,29530,2795806,1216303,256339,81000,66641,89250,14318,116297,0,346660,49429,0,196367,0,467204,15042,102336,48701,22924,53,529226,527300,104948,81481,23466,0,204407,154962,49445,6723,149617,26479,11072,2276,109790,2564289,115698,108656,107805,851,850000,0,850000,88019,622332,397143,194935,139637,12,633079,17589,58765,340278,78869,137578,850000,6856,0,605473,605473,0,0,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013-14,Budget Estimates,4939437,3039536,1804419,870385,174926,25493,74512,25151,65095,143288,15926,259408,65842,68431,15962,1235116,474332,169405,9947,27111,2818,11175,57588,0,135602,9079,0,50831,775,287097,0,127799,57729,45557,14410,2612,1215,38700,20009,18342,349,166347,165249,1098,11393,126836,112334,3378,700,10424,1810330,51642,60538,60037,501,550793,50007,500786,45073,182868,73685,80567,272845,0,473507,150801,11563,178866,77285,54992,672800,1049,0,89571,89571,0,0,2013,"Financial Year (Apr - Mar), 2013"
PUDUCHERRY,2013-14,Accounts,448274,324306,166109,58495,34344,743,6880,3833,13380,15278,2486,25625,3315,899,831,158196,25785,6943,204,3052,426,4645,471,0,7420,1381,0,598,645,2967,463,2351,0,2142,209,111585,111585,5483,2623,2860,0,3491,2825,666,323,5748,798,3711,687,552,123491,3682,3708,3708,0,52737,5000,47737,18176,25998,22316,0,3463,100,24842,1946,403,12522,2757,7214,38408,115,0,477,477,0,0,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013-14,Revised Estimates,5185866,3346591,2091178,874725,178054,25501,73851,25177,52339,156463,15158,326377,86984,261276,15273,1255412,468281,170748,9373,25461,2518,11030,65829,0,135422,10532,0,36591,777,301930,0,151831,60591,66154,14982,2217,1320,33959,18994,14553,412,173482,172301,1181,10693,113020,95960,3782,2857,10422,1748360,52314,63270,62769,501,520793,20007,500786,45073,182868,73685,80567,272845,0,406462,70013,12682,189623,77016,57128,672798,32723,0,90915,90915,0,0,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2013-14,Accounts,4561775,3103614,1872155,828237,163098,18160,71994,24439,62082,133015,14695,310652,86147,144856,14780,1231459,470112,176925,8714,24291,1944,9773,55047,0,131460,10475,0,50763,720,298363,0,139705,53818,61645,14651,2235,1167,30570,16604,13475,492,170477,169389,1088,6586,113411,103107,3735,3491,3077,1368941,43837,59753,616,59137,288822,0,288822,41156,127734,21685,79497,119932,0,380305,63561,11332,177515,74637,53260,593517,2707,0,89220,89220,0,0,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013-14,Budget Estimates,8115040,5006526,3317919,1424431,312837,58711,19649,247950,565533,216586,56141,70659,268074,58747,18600,1688607,442424,213690,19621,44899,7815,17130,38819,0,15951,58162,0,25140,1197,221488,6659,101989,59343,38030,2711,380505,377595,109118,51610,57508,1,350150,288456,61694,22880,53394,13507,1932,26424,11531,3090704,101480,78760,78477,283,1465945,100000,1365945,61590,1186802,692360,454235,65648,51905,413418,19365,46074,291053,13958,42968,726982,304120,0,17810,17810,0,0,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013-14,Revised Estimates,7558151,4935347,3296190,1467272,281646,58363,19057,223091,580998,217073,51779,65871,255348,55019,20674,1639157,426046,197687,19545,39155,6702,15781,36911,0,12169,58019,0,38886,1191,201634,6724,97853,53396,38881,3868,379315,377510,95082,46506,48576,0,370995,304327,66668,17268,44241,10254,1840,23384,8763,2590064,79464,61241,60995,247,1345731,5000,1340731,61509,1139224,628887,468099,72597,67401,403349,18620,32242,265068,33295,54125,695509,4770,0,32739,32739,0,0,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013-14,Accounts,2343139,1347203,821534,392216,89870,7839,29457,1822,39761,62484,12774,109406,39281,29255,7369,525669,97502,27514,4955,12344,6881,3573,26848,0,0,8206,0,6995,186,138906,0,30408,24036,6303,0,152077,150890,18609,11009,7601,0,25163,23587,1576,0,63003,3271,723,57138,1871,995936,32338,26408,26183,225,261443,0,261443,14737,222918,94819,92576,23596,193,327316,26248,20584,250983,8568,20933,348431,0,0,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013-14,Revised Estimates,2964972,1989011,1148214,514378,101528,12283,31697,2011,116004,83174,22572,160734,50458,46180,7196,840797,161090,76362,6104,15440,10076,4906,30951,0,0,9264,0,7591,396,258314,0,40772,31888,8243,100,215338,213338,26179,16253,9927,0,48574,35879,12696,0,90529,3591,853,77339,8746,975956,36570,39294,39056,238,247502,0,247502,15114,216286,63974,108424,15450,652,343465,22636,25532,261085,9819,24394,309126,0,0,5,5,0,0,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013-14,Budget Estimates,3043508,2056432,1240563,602309,102211,12283,35596,2911,114338,80781,22840,164089,50458,45680,7068,815869,164912,78709,5893,15820,11740,5381,30537,0,0,8312,0,8123,396,245487,0,40786,31863,8223,100,173142,168142,31402,17519,13883,0,48649,35954,12696,0,111490,3324,829,99202,8134,987051,34323,39260,38997,263,247464,0,247464,15114,216248,63974,108424,15450,652,359878,7408,59941,259827,8693,24010,306126,0,0,25,25,0,0,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2013-14,Accounts,4188710,2815361,1541341,737350,157027,13237,122918,2277,162823,32182,23771,234333,14927,30446,10049,1274019,184645,53195,4385,40677,93,2350,24692,0,9804,26032,0,23277,139,172740,0,116183,99022,755,0,521205,520420,9706,4515,5191,0,238001,86608,151393,2975,28564,25142,252,281,2888,1359731,56077,28706,28602,104,584977,0,584977,11210,483708,270763,110993,87189,2870,272945,10441,13792,203186,17057,28468,416935,91,14,13618,13618,0,0,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2013-14,Revised Estimates,4724886,3223554,1831819,863432,184217,14033,128078,2252,233472,46279,28026,255990,19626,43615,12800,1391736,220252,75720,5008,45300,114,2708,25345,0,12389,27321,0,26202,146,192311,0,152137,133640,826,0,531267,530420,12002,5117,6886,0,242726,83510,159216,3261,37779,31960,260,1093,4466,1471772,60172,30172,30036,136,642143,29658,612485,11073,509593,286436,103486,88408,3410,293657,10559,13661,217315,21851,30270,405000,40628,20,29560,29560,0,0,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2013-14,Budget Estimates,4622356,3156331,1856267,932872,179605,14033,124256,2330,226266,42013,29128,239458,19610,26832,19865,1300065,204950,72624,5949,48805,148,2718,25146,0,1283,27824,0,20270,185,204073,0,155196,136665,860,0,427318,426445,15146,7040,8106,0,231858,80995,150863,3216,58307,52054,299,1010,4944,1448131,55097,30357,30207,150,658925,28760,630165,15421,526552,284146,108197,84894,3297,281113,11002,14532,201117,27389,27073,382000,40639,21,17894,17894,0,0,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013-14,Accounts,7525855,4811250,3238178,1448696,287923,57656,19053,210752,580896,209027,49391,63104,232081,59942,19658,1573072,395790,183089,19201,32911,818,15210,36364,0,11493,57999,0,37603,1101,170121,6394,98135,52620,39946,3860,379827,377507,86471,45973,40498,0,375621,308966,66655,17164,43550,10017,1839,23324,8370,2682038,71991,57057,2455,54602,1333202,0,1333202,61612,1132231,622414,469062,72824,66534,391057,17462,29840,263032,26769,53954,826999,1731,0,32567,32567,0,0,2013,"Financial Year (Apr - Mar), 2013"
ASSAM,2013-14,Budget Estimates,3818380,2323821,1593232,952009,164129,25868,36518,1347,74334,71508,15584,168050,45234,32145,6507,730589,226281,87510,4954,27063,4332,8230,51639,10,15094,17886,0,8896,666,120572,68779,74884,10704,38796,25034,11501,11444,55721,44689,11032,0,100588,86050,14538,1562,70700,55901,5719,71,9009,1081022,41920,40522,40313,209,240691,14265,226426,12355,157803,81181,66044,56268,0,441064,58420,13202,277634,30703,61105,315504,1321,0,413537,413537,0,0,2013,"Financial Year (Apr - Mar), 2013"
ASSAM,2013-14,Revised Estimates,4122790,2572365,1764581,1011402,175923,25868,38508,1389,90653,87405,18425,175338,45784,86288,7598,807784,271462,100928,7585,27205,4384,10999,63690,10,21662,20010,0,12459,2530,127853,68779,74920,10705,38831,25385,15201,15144,61679,50588,7333,0,101045,86186,14859,3150,83694,67769,5720,71,10135,1113902,50882,41117,40908,209,240691,14265,226426,12355,157803,81181,66044,56268,0,460887,58466,13544,287098,30803,70975,319004,1321,0,436523,436523,0,0,2013,"Financial Year (Apr - Mar), 2013"
ASSAM,2013-14,Accounts,3197181,1838639,1331604,840007,151050,18547,36253,1354,26664,55063,14427,88743,43472,49940,6083,507034,151358,53534,6382,19277,1760,7032,37831,10,6347,18749,0,187,624,93146,26971,58780,7274,29367,22138,15182,15144,30235,23399,6835,0,107101,93491,13610,2900,21362,15960,882,49,4470,1088438,34433,28526,28360,166,234110,14265,219845,12297,155304,80998,67766,52244,0,364536,51994,12170,220771,26579,53023,426413,420,0,270104,270104,0,0,2013,"Financial Year (Apr - Mar), 2013"
JAMMU AND KASHMIR,2013-14,Accounts,2705777,1565503,789626,376207,148311,6826,83306,5508,37098,6541,15245,52473,5659,45342,7108,775877,139229,27522,5278,32167,0,5094,46948,0,178,16797,0,3171,2074,33816,46888,41435,6289,25639,7145,430309,430309,26764,23792,2973,0,16961,16961,0,3599,36876,21689,8251,0,6936,1140274,20537,17210,17199,11,303068,2976,300092,9100,197247,128889,32161,89100,4646,440188,6509,10719,335269,45763,41927,359154,117,10,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
JAMMU AND KASHMIR,2013-14,Revised Estimates,2717466,1494629,709632,350208,157006,2600,86158,6027,38585,4758,5545,25671,5956,20417,6702,784997,151729,29836,6202,34013,0,5349,53567,0,131,16884,0,3417,2329,37955,2755,48029,7353,30020,7783,395780,395780,29254,25616,3639,0,11410,11410,0,2820,105266,21855,8655,0,74757,1222837,27110,18073,18059,14,332981,2976,330005,12573,219636,35401,33005,77978,19818,477252,8639,8171,370651,44509,45282,367314,108,0,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013-14,Budget Estimates,3501584,2654230,1580610,843363,148240,17491,47320,18794,112646,76851,20711,212715,54068,20513,7897,1073620,540000,104298,3706,34089,0,6533,105943,0,249129,10153,0,22049,4100,262716,0,28847,20586,7667,0,45936,44000,50126,15858,33738,530,133453,130593,2860,1695,10847,2154,4002,0,4691,761755,36133,76452,76332,119,134643,10000,124643,18005,73377,12114,54000,25500,7762,264033,9376,17689,195608,9670,31690,250470,24,0,85600,85600,0,0,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013-14,Accounts,7550959,5192168,3148609,1530766,346567,94873,184150,6053,241800,105584,31082,382491,129988,70821,24433,2043559,352241,152046,4716,57710,14650,1329,61264,0,0,14676,0,45102,748,499042,95,167220,147784,16162,0,721994,721839,27177,9138,17839,200,161027,143061,17966,1903,112861,9963,2587,89067,11244,2333922,79914,112347,112176,171,906320,0,906320,50207,597247,371336,187081,246847,12019,412898,14948,32391,305821,7939,51799,780145,42298,0,24869,24869,0,0,2013,"Financial Year (Apr - Mar), 2013"
JAMMU AND KASHMIR,2013-14,Budget Estimates,2823663,1536404,715326,350310,162397,3271,85078,5819,38408,4825,5802,26563,5610,20431,6812,821079,156992,33033,6095,36290,0,5063,51417,0,149,18233,0,4324,2388,33963,2734,52234,7575,33559,8146,424107,424107,31862,27899,3962,0,11434,11434,0,2982,104770,22757,8524,0,73489,1287259,27550,19117,19106,12,333049,2976,330073,12573,219682,35447,33005,78000,19818,547434,8208,7766,363376,48467,119617,360000,109,0,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2013-14,Revised Estimates,7978609,5564342,3381634,1664695,378648,105955,189149,8456,263000,116800,31713,390590,136410,71401,24817,2182707,389533,164353,6337,63109,13087,1408,71934,0,0,15012,0,53520,774,528237,100,173562,150428,19537,0,760560,760398,29575,9675,19700,200,164320,144814,19506,3397,133423,11750,3166,104017,14491,2387805,86965,117415,117221,194,915172,0,915172,53615,599916,373646,187081,248550,13091,433026,16717,35013,313922,12800,54573,792923,42304,0,26462,26462,0,0,2013,"Financial Year (Apr - Mar), 2013"
MEGHALAYA,2013-14,Accounts,555159,371323,197377,110867,32129,3239,15847,3258,3640,598,2104,12226,9508,1935,2027,173945,59354,16423,11790,9122,3234,2970,11925,0,0,1095,0,1553,1242,35038,1923,3621,0,3522,99,15628,15004,21024,8302,12722,0,14639,14639,0,50,22668,16726,2394,1784,1764,183837,13722,6266,6236,29,39318,2168,37150,2049,26854,18953,5410,8081,166,79351,6493,2857,40574,14594,14832,45087,92,92,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
MEGHALAYA,2013-14,Revised Estimates,733327,562369,322277,216655,30457,3471,14458,7590,6126,9648,3867,12469,13269,1820,2447,240092,81140,28009,23313,9141,962,1430,12804,0,0,1299,0,2967,1215,34932,9587,15327,55,15132,140,14185,13370,16524,7693,8831,0,14753,14753,0,59,53584,45622,3535,2100,2327,170958,12141,6196,6159,37,37587,2168,35419,2126,27227,18847,5365,5900,166,81415,6267,3247,41098,16882,13921,33511,108,104,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
MEGHALAYA,2013-14,Budget Estimates,733327,562369,322277,216655,30457,3471,14458,7590,6126,9648,3867,12469,13269,1820,2447,240092,81140,28009,23313,9141,962,1430,12804,0,0,1299,0,2967,1215,34932,9587,15327,55,15132,140,14185,13370,16524,7693,8831,0,14753,14753,0,59,53584,45622,3535,2100,2327,170958,12141,6196,6159,37,37587,2168,35419,2126,27390,18847,5365,5900,3,81415,6267,3247,41098,16882,13921,33511,108,104,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2013-14,Revised Estimates,3671558,2776383,1648486,826866,152383,17440,46546,21923,75461,81149,20512,325132,52068,20102,8904,1127897,580200,102962,3706,34328,0,6906,103531,0,294964,8866,0,22339,2600,265444,0,28551,20208,7766,0,49942,46500,51504,15754,35220,530,138432,132879,5553,1695,12129,1400,4002,0,6726,798136,38832,77452,77368,83,153292,10000,143292,18005,91625,31148,54000,25500,8162,275566,9336,17951,207702,9681,30896,252970,24,0,97039,97039,0,0,2013,"Financial Year (Apr - Mar), 2013"
ARUNACHAL PRADESH,2013-14,Budget Estimates,463416,320174,128757,65632,25785,1079,12029,1907,2598,0,1009,9507,2631,4489,2091,191417,52300,15703,4576,7022,222,1805,14135,0,6635,1171,0,893,138,17238,11412,19232,85,18917,0,35099,34379,5165,3974,1032,160,33585,25099,8486,1516,15869,9960,1321,2468,2121,143242,6300,2260,2170,90,34884,2000,32884,0,0,0,0,0,32884,68364,5605,13016,32845,12703,4197,31350,83,0,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
ARUNACHAL PRADESH,2013-14,Revised Estimates,632404,446461,185434,80304,30249,3928,26776,2472,3796,0,1626,14659,2910,16036,2678,261027,71708,15831,4294,8891,226,2823,22282,0,14972,1170,0,954,265,21679,17309,20693,48,17726,1950,40795,40068,6366,4667,929,769,60624,51481,9143,1431,20422,13095,1935,2785,2607,185943,9991,2772,2678,95,37085,2000,35085,0,0,0,0,0,35085,102554,8122,18350,54198,15763,6122,33500,41,0,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
ARUNACHAL PRADESH,2013-14,Accounts,573140,395133,177016,77848,29884,1309,26776,2471,2960,0,1486,12652,2910,16109,2610,218117,60590,13900,4201,8741,233,2840,16115,0,12206,1123,0,966,265,12545,7089,16785,48,14218,1950,40782,40054,5899,4226,916,758,56562,47389,9173,1228,16636,10189,1934,2177,2336,178006,8344,2638,2543,95,33251,2000,31251,0,0,0,0,0,31251,93893,8012,17963,47216,14952,5749,39840,41,0,0,0,0,0,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2014-15,Revised Estimates,5491909,3654431,2181466,1077672,239451,15736,145619,2302,199770,34829,33205,374311,22117,24923,11532,1472965,237023,67288,5728,54860,115,3092,33111,0,19227,29026,0,24395,182,227406,0,167217,148071,868,0,535403,534322,15895,7457,8438,0,271714,83012,188702,2424,15883,12157,324,27,3375,1812821,88085,37460,37340,120,789513,69938,719575,9188,615698,379202,101812,91693,2996,352354,12367,15704,264929,22489,36866,480000,65408,20,24658,24658,0,0,2014,"Financial Year (Apr - Mar), 2014"
HARYANA,2014-15,Budget Estimates,5270271,3586962,2149796,1016164,253593,16419,140779,2304,220671,36509,32475,365481,22122,28043,15237,1437165,256233,88595,5699,55480,137,3087,30145,0,17965,30275,0,24661,189,232623,0,166951,149020,997,0,451013,450000,11837,5914,5923,0,271193,85422,185771,3524,43792,39568,320,37,3868,1663935,69594,37709,37560,149,754332,40443,713889,10147,615408,334440,100163,84519,3815,345988,12159,15692,257581,26690,33867,450000,6312,21,19374,19374,0,0,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014-15,Revised Estimates,19159023,11231948,7233650,3638237,672981,403418,85989,6931,418639,487935,126440,1317840,0,49419,25821,3998298,621174,254810,76956,68942,8748,8770,54154,493,14600,15666,0,116609,1428,873057,90892,680146,478145,155879,17500,1234215,1224344,114309,38751,73380,2179,299801,284208,15593,4268,80437,10859,3790,3452,62336,6823238,216480,296365,293940,2425,2523574,659894,1863680,112346,1370639,747082,553363,374160,6535,1515086,40187,72935,1032431,176491,193041,2267378,4354,0,1103837,1103837,0,0,2014,"Financial Year (Apr - Mar), 2014"
ARUNACHAL PRADESH,2014-15,Accounts,715659,509400,235839,103059,50742,3878,29895,2296,3551,0,1942,13601,3688,20519,2670,273561,65685,15677,4947,8770,218,4396,23636,0,5518,871,0,1498,155,18486,18690,12232,0,11257,0,43982,43243,6263,4219,1020,1024,88547,79046,9501,1903,17772,10445,2395,2717,2215,206259,12973,3109,3000,109,37088,2000,35088,0,0,0,0,0,35088,104988,8710,16624,58428,15818,5408,48071,30,0,0,0,0,0,2014,"Financial Year (Apr - Mar), 2014"
PUDUCHERRY,2014-15,Budget Estimates,518277,371191,198522,65191,39900,737,6071,6839,30762,15326,2725,26688,2816,515,952,172669,29581,8848,254,3484,440,4767,631,0,7347,2160,0,807,843,5710,613,2420,0,2281,139,115846,115846,6210,3142,3068,0,4058,3634,424,313,7918,1656,4476,1095,691,146307,4536,4465,4465,0,67860,16100,51760,17378,30320,26320,0,3560,502,27591,2278,450,14497,3115,7251,41665,191,0,779,779,0,0,2014,"Financial Year (Apr - Mar), 2014"
PUDUCHERRY,2014-15,Revised Estimates,505522,359813,187587,65917,42420,867,7867,4410,14327,14354,2594,30096,3486,300,949,172226,29806,7714,202,3350,431,4609,581,0,9322,2124,0,815,658,4310,787,2520,0,2356,164,108528,108528,14424,5757,8667,0,4816,4339,478,258,6776,1446,3743,944,643,144939,4506,4597,4597,0,63250,8050,55200,17171,33470,28320,0,3960,600,29015,2254,473,16025,3356,6908,43138,433,0,770,770,0,0,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014-15,Budget Estimates,19742488,11206133,7547878,3980361,694847,417886,62810,6551,387628,488571,128206,1305805,0,49419,25795,3658255,608683,238115,78771,70388,8458,7842,58066,539,16054,15538,0,113336,1575,837263,90923,647721,490507,118213,9000,1040402,1033344,83999,39455,42365,2179,264519,249208,15311,3793,80954,11843,3637,2860,62613,7432518,225628,322348,319713,2635,2658428,769894,1888534,112168,1395671,780332,545437,374160,6535,1641850,43188,79294,1129210,189506,200651,2579936,4329,1,1103837,1103837,0,0,2014,"Financial Year (Apr - Mar), 2014"
SIKKIM,2014-15,Accounts,373095,210068,127972,72873,18318,1531,2837,14461,3447,2731,507,5215,1125,3081,1845,82096,28069,9711,744,3069,373,470,8630,466,2619,0,0,981,1007,16648,137,1813,0,1653,160,13713,13553,3988,1939,2048,0,14212,9774,4438,254,3262,369,1869,62,962,158843,8010,15678,15678,0,25155,1200,23955,1104,17429,13032,1633,5422,0,38327,3764,1178,24173,2339,6872,33308,38366,37431,4184,4184,0,0,2014,"Financial Year (Apr - Mar), 2014"
NAGALAND,2014-15,Accounts,676241,362917,185517,106397,36609,2837,5981,5262,1553,2544,3386,11240,3265,2835,3608,177400,47707,20898,3294,6823,276,2919,9392,0,1701,1046,0,1360,0,27775,10008,6196,0,6196,0,34406,34053,7814,6219,1595,0,26163,19463,6700,915,16417,11530,1373,0,3514,313324,7186,5403,5398,5,59634,4100,55534,1802,47918,37402,1296,5814,0,150235,8997,11027,106854,9689,13668,90515,350,227,0,0,0,0,2014,"Financial Year (Apr - Mar), 2014"
MEGHALAYA,2014-15,Revised Estimates,990278,791141,500755,325978,46635,3491,15378,7771,9526,25419,4073,43858,13279,2688,2659,290386,107747,34613,33428,9995,1116,2669,21298,0,0,1397,0,1898,1333,67161,6169,11395,3,11188,204,12838,12023,23859,13731,10129,0,15399,15399,0,65,45752,37928,2937,2219,2669,199137,12233,6814,6776,39,42704,2414,40290,1998,30979,21657,6332,7300,13,96373,6891,3702,51686,17772,16322,40031,982,978,0,0,0,0,2014,"Financial Year (Apr - Mar), 2014"
